end_station_name,count,month,station_name,lat,lng
Walker St & Baxter St,1,07,Walker St & Baxter St,40.7310711,-74.06444608333334
Walker St & Baxter St,1,12,Walker St & Baxter St,40.7310711,-74.06444608333334
West St & Liberty St,1,2,West St & Liberty St,40.73767578333333,-74.05254506666667
Warren St & W Broadway,1,08,Warren St & W Broadway,40.7310711,-74.06444608333334
Warren St & W Broadway,1,07,Warren St & W Broadway,40.7310711,-74.06444608333334
Warren St & W Broadway,1,2,Warren St & W Broadway,40.7310711,-74.06444608333334
Maiden Ln & Pearl St,1,01,Maiden Ln & Pearl St,40.73767578333333,-74.05254506666667
Water St &  Fletcher St,1,08,Water St &  Fletcher St,40.7442733,-74.03436505
Water St &  Fletcher St,1,06,Water St &  Fletcher St,40.7442733,-74.03436505
W 63 St & Broadway,1,07,W 63 St & Broadway,40.761369316666666,-74.0362417
